bookID,title,authors
34084,The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron
34087,Timequake,Kurt Vonnegut Jr.
34153,Climb the Family Tree  Jesse Bear!,Nancy White Carlstrom/Bruce Degen
34154,What a Scare  Jesse Bear,Nancy White Carlstrom/Bruce Degen
34155,Political Philosophy: A Beginners' Guide for Students and Politicians,Adam Swift
34156,Liberals and Communitarians,Stephen Mulhall/Adam Swift
34157,Political Philosophy: A Beginner's Guide for Students and Politicians,Adam Swift
34161,Seven Men and Two Others,Max Beerbohm
34168,Dakota,Matt Braun
34172,El Paso,Matt Braun
34177,The Visual Arts: A History,Hugh Honour/John Fleming
34178,The Visual Arts: A History  Volume 2,Hugh Honour/John Fleming
34179,The Visual Arts: A History,Hugh Honour/John Fleming
34187,The Brooklyn Bridge (Wonders of the World),Elizabeth Mann/Alan Witschonke
34191,John Adams,John Patrick Diggins/Arthur M. Schlesinger Jr.
34199,The I Ching or Book of Changes,Richard Wilhelm/Cary F. Baynes/C.G. Jung
34200,The Complete I Ching: The Definitive Translation,Anonymous/Alfred Huang
34207,I Ching: The Book of Change,Anonymous/John Blofeld
34208,The Everyday I Ching,Sarah Dening
34221,Richard Matheson's Hell House  Book 1,Ian Edginton/Simon Fraser
34222,H.G. Wells' The War of the Worlds (Graphic Novel),Ian Edginton/D'Israeli
34224,New Complete Guide to Sewing,Reader's Digest Association
34227,A Reader's Digest Songbook: Remembering Yesterday's Hits,William L. Simon
34229,Complete Guide to the Bible,Reader's Digest Association
34241,焼きたて!!ジャぱん 1,Takashi Hashiguchi/橋口 たかし
34247,200 Quilt Blocks: To Mix and Match,Davina Thomas
34251,The Girl in the Glass,Jeffrey Ford
34262,Peter and the Starcatchers (Peter and the Starcatchers  #1),Dave Barry/Ridley Pearson/Greg Call
34264,Peter Pan in Scarlet,Geraldine McCaughrean/Scott M. Fischer
34266,It's All Too Much: An Easy Plan for Living a Richer Life with Less Stuff,Peter Walsh
34268,Peter Pan,J.M. Barrie/Michael Hague
34270,The Callahan Chronicals (Callahan's #1-3),Spider Robinson
34281,The Pinhoe Egg  (Chrestomanci  #6),Diana Wynne Jones
34284,The Chronicles of Chrestomanci  Vol. 1 (Chrestomanci  #1-2),Diana Wynne Jones
34288,The Time of the Ghost,Diana Wynne Jones
34295,Whitethorn Woods,Maeve Binchy
34296,The Builders,Maeve Binchy
34298,Dublin 4,Maeve Binchy
34299,Victoria Line  Central Line,Maeve Binchy
34301,Echoes,Maeve Binchy
34303,Firefly Summer,Maeve Binchy
34307,Aches & Pains,Maeve Binchy/Wendy Shea
34310,The Glass Lake,Maeve Binchy
34312,The Copper Beech,Maeve Binchy
34317,Dr. Jekyll and Mr. Hyde (Bullseye Chillers),Kate McMullan/Paul Van Munching/Glenn Dean/Kate McCullan/Robert Louis Stevenson
34318,Harry Potter and the Sorcerer's Stone (Harry Potter  #1),J.K. Rowling/Mary GrandPré
34319,Code Word Kangaroo (Adam Sharp #6),George E. Stanley/Guy Francis
34320,Operation Spy School (Adam Sharp  #4),George E. Stanley/Guy Francis
34321,The Empty Envelope (A to Z Mysteries  #5),Ron Roy/John Steven Gurney
34324,The School Skeleton (A to Z Mysteries  #19),Ron Roy/John Steven Gurney
34325,Moose Master (Adam Sharp #5),George E. Stanley/Guy Francis
34327,La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente),Judy Hall
34343,Eva Hesse Drawing,Catherine de Zegher/Elisabeth Sussman
34385,Inferno,Dante Alighieri/Anthony M. Esolen
34407,The Pirates Laffite: The Treacherous World of the Corsairs of the Gulf,William C. Davis
34420,Wither (Wendy Ward  #1),J.G. Passarella
34426,Howl's Moving Castle Film Comic  Vol. 1,Hayao Miyazaki/Diana Wynne Jones
34427,Howl's Moving Castle Picture Book (Howl's Moving Castle Film Comics  #1),Hayao Miyazaki/Diana Wynne Jones
34435,The Theban Plays: Antigone  King Oidipous & Oidipous at Colonus (Focus Classical Library),Sophocles/Ruby Blondell
34436,The Complete Greek Tragedies  Volume 2: Sophocles,Sophocles/David Grene/Richmond Lattimore
34440,Doctor Faustus,Thomas Mann/John E. Woods
34443,Doctor Faustus,Christopher Marlowe/David Wootton
34444,Doctor Faustus,Thomas Mann/T.J. Reed/H.T. Lowe-Porter
34449,The Makioka Sisters,Jun'ichirō Tanizaki/Edward G. Seidensticker
34452,Many Lives  Many Masters: The True Story of a Prominent Psychiatrist  His Young Patient  and the Past Life Therapy That Changed Both Their Lives,Brian L. Weiss
34460,Quicksand,Jun'ichirō Tanizaki/Howard Hibbett
34462,Naomi,Jun'ichirō Tanizaki/Anthony H. Chambers
34463,Seven Japanese Tales,Jun'ichirō Tanizaki/Howard Hibbett
34468,A Cat  a Man  and Two Women,Jun'ichirō Tanizaki/Paul McCarthy
34472,The Reed Cutter & Captain Shigemoto's Mother,Jun'ichirō Tanizaki/Anthony H. Chambers
34473,In Praise of Shadows,Jun'ichirō Tanizaki/Edward G. Seidensticker/Thomas J. Harper/Charles Moore
34480,Le chat  son maître et ses deux maîtresses,Jun'ichirō Tanizaki
34484,Small Gods (Discworld  #13),Terry Pratchett
34492,Wintersmith (Discworld  #35; Tiffany Aching  #3),Terry Pratchett
34493,Strata,Terry Pratchett
34495,The Bromeliad Trilogy (Omnibus: Truckers / Diggers / Wings),Terry Pratchett
34497,The Color of Magic (Discworld  #1; Rincewind  #1),Terry Pratchett
34498,The Truth (Discworld  #25; Industrial Revolution  #2),Terry Pratchett
34501,A Hat Full of Sky (Discworld  #32; Tiffany Aching  #2),Terry Pratchett
34503,The Last Hero (Discworld #27; Rincewind #7),Terry Pratchett/Paul Kidby
34504,Wyrd Sisters (Discworld  #6; Witches #2),Terry Pratchett
34505,A Tourist Guide to Lancre,Terry Pratchett/Stephen Briggs/Paul Kidby
34506,The Light Fantastic (Discworld  #2; Rincewind #2),Terry Pratchett
34507,Equal Rites (Discworld  #3; Witches  #1),Terry Pratchett
34508,Interesting Times: The Play,Stephen Briggs/Terry Pratchett
34509,Nanny Ogg's Cookbook,Terry Pratchett/Stephen Briggs/Tina Hannan/Paul Kidby
34510,Moving Pictures (Discworld  #10; Industrial Revolution  #1),Terry Pratchett
34515,Darwin's Watch (The Science of Discworld  #3),Terry Pratchett/Ian Stewart/Jack Cohen
34517,Reaper Man (Discworld  #11; Death  #2),Terry Pratchett
34521,Only You Can Save Mankind (Johnny Maxwell  #1),Terry Pratchett
34523,The Flying Sorcerers: More Comic Tales of Fantasy,Peter Haining/Roald Dahl/Terry Pratchett/Angela Carter/Arthur C. Clarke/Kurt Vonnegut Jr./C.S. Lewis/P.G. Wodehouse/Michael Moorcock/L. Sprague de Camp/Fletcher Pratt/Eric Knight/Mervyn Peake/Piers Anthony/John Collier/Fredric Brown/Nelson S. Bond/Thomas M. Disch/Robert Bloch/Stephen Leacock/John Wyndham/Stanisław Lem/Cordwainer Smith/Robert Sheckley/William F. Nolan/Harry Harrison
34524,Where's My Cow? (Discworld  #34.5),Terry Pratchett/Melvyn Grant
34529,Lords and Ladies (Discworld  #14; Witches #4),Terry Pratchett
34530,Guards! Guards! (Discworld  #8),Terry Pratchett
34532,Hogfather (Discworld  #20; Death  #4),Terry Pratchett
34534,The Amazing Maurice and His Educated Rodents (Discworld  #28),Terry Pratchett
34535,Rincewind the Wizzard,Terry Pratchett
34539,Going Postal (Discworld  #33),Terry Pratchett
34540,The Last Hero: A Discworld Fable (Discworld  #27),Terry Pratchett/Paul Kidby
34541,Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett
34542,Truckers (Bromeliad Trilogy  #1),Terry Pratchett
34544,X-Statix  Volume 1: Good Omens,Peter Milligan/Mike Allred/Paul Pope
34545,Elliott Erwitt: Snaps,Murray Sayle/Charles Flowers/Elliott Erwitt
34548,If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell
34558,Real Ultimate Power: The Official Ninja Book,Robert  Hamburger
34570,Team Yankee,Harold Coyle
34578,At Sword's Point (Knights of the Blood  #2),Scott MacMillan/Katherine Kurtz
34596,Treasure of Khan (Dirk Pitt  #19),Clive Cussler/Dirk Cussler
34600,The Treasure Principle: Unlocking the Secret of Joyful Giving,Randy Alcorn
34601,Snow Treasure,Marie McSwigan/Mary Reardon
34605,The Damnation Game,Clive Barker
34607,The Damnation Game,Clive Barker
34612,Texas Hold'em for Dummies,Mark Harlan
34627,Soldiers of Destruction: The SS Death's Head Division  1933-1945,Charles W. Sydnor Jr.
34628,Spy Catcher: The Candid Autobiography of a Senior Intelligence Officer,Peter Maurice Wright/Paul Greengrass
34637,Nobody Loves a Centurion (SPQR  #6),John Maddox Roberts
34641,The Centurion's Empire,Sean McMullen
34646,The Centurions (The Centurions  #1),Damion Hunter
34657,The Heights of Courage: A Tank Leader's War on the Golan,Avigdor Kahalani
34658,Shattered Sword: The Untold Story of the Battle of Midway,Jonathan Parshall/Anthony Tully
34662,Shattered Air: A True Account of Catastrophe and Courage on Yosemite's Half Dome,Bob Madgic/William L. Crary/Adrian Esteban
34663,Shattered Bonds: The Color of Child Welfare,Dorothy Roberts
34672,Shattered Dance,Caitlin Brennan
34678,The Shattered Land (Eberron: The Dreaming Dark  #2),Keith Baker
34687,Koko's Kitten,Francine Patterson/Ronald H. Cohn
34706,13th Directorate,Barry Chubin
34708,The Aviators (Brotherhood of War  #8),W.E.B. Griffin
34760,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum
34762,Legends  Lies  Cherished Myths of World History,Richard Shenkman
34766,Trevayne,Robert Ludlum
34768,Trevayne,Jonathan Ryder/Robert Ludlum
34771,Red Phoenix,Larry Bond
34783,Boomers  Xers  and Other Strangers: Understanding the Generational Differences that Divide Us,Rick Hicks/Kathy Hicks
34789,The Boomer Bible,R.F. Laird
34816,A Matter of Trust (Justice  #0),Radclyffe
34819,A Matter of Trust: The Case of the Mesmerizing Boss / The Case of the Confirmed Bachelor,Diana Palmer
34833,A Matter Of Trust,Deb Stover
34835,A Matter of Trust,Penny Jordan
34844,Mortal Fear (Mississippi #1),Greg Iles
34845,Mortal Fear,Robin Cook
34852,Murder On The Glitter Box (Steve Allen Mystery #3),Steve Allen
34856,Lonesome Dove,Larry McMurtry
34858,Comanche Moon,Larry McMurtry
34866,Night of the Fox (Dougal Munro and Jack Carter #1),Jack Higgins
34869,Mitla Pass,Leon Uris
34871,The Complete Clive Barker's The Great And Secret Show,Chris Ryall/Gabriel Rodríguez/Clive Barker
34873,The Great And Secret Show (Book of the Art #1),Clive Barker
34881,Star Bright (Star Power  #8),Catherine Hapka
34889,Brown's Star Atlas: Showing All The Bright Stars With Full Instructions How To Find And Use Them For Navigational Purposes And Department Of Trade Examinations.,Brown
34892,Bright Star's Promise,Karen A. Bale
34895,Dragon Quest VIII: Journey of the Cursed King Official Strategy Guide,Dan Birlew
34897,The Dragon Reborn (The Wheel of Time  #3),Robert Jordan
34898,My Father's Dragon (My Father's Dragon  #1),Ruth Stiles Gannett
34899,The Book of the Dragon,Ciruelo Cabral
34901,Must Love Dragons (Immortally Sexy  #2),Stephanie Rowe
34902,Player's Handbook II,David Noonan
34908,Here  There Be Dragons (Chronicles of the Imaginarium Geographica  #1),James A. Owen
34909,The Dragon Doesn't Live Here Anymore: Living Fully  Loving Freely,Alan Cohen
34915,Running with the Demon (Word & Void #1),Terry Brooks
34918,The Voyage of the Jerle Shannara Trilogy (Voyage of the Jerle Shannara  #1-3),Terry Brooks
34921,The Black Unicorn (Magic Kingdom of Landover #2),Terry Brooks
34922,Der Sohn von Shannara,Terry Brooks/Tony Westermayr
34938,First King of Shannara (Shannara Prequel),Terry Brooks
34939,The Best of Lester Del Rey,Lester del Rey/Terry Brooks
34941,The Phantom Menace (Star Wars: Novelizations  #1),Terry Brooks/George Lucas
34948,L'epée de Shannara,Terry Brooks/Rosalie Guillaume
34963,Star Wars. Episode I - Die dunkle Bedrohung,Terry Brooks/George Lucas/Regina Winter
34985,The Deming Management Method,Mary Walton
34988,The Scions of Shannara (Heritage of Shannara  #1),Terry Brooks
34992,The Three Musketeers (Classic Starts),Oliver Ho/Jamel Akib/Alexandre Dumas/Arthur Pober
35002,The One Minute Minute Sales Person,Spencer Johnson
35046,JLA  Vol. 14: Trial by Fire,Joe Kelly/Doug Mahnke/Tom Nguyen
35047,Manhunter  Vol. 2: Trial by Fire,Marc Andreyko/Javier Pina/Jesus Saiz/Brad Walker
35048,Trial by Fire (Stargate SG-1  #1),Sabine C. Bauer
35050,Trial By Fire,D.W. Buffa
35052,Trial by Fire (Newpointe 911 #4),Terri Blackstock
35054,Sahara (Dirk Pitt  #11),Clive Cussler
35056,Sahara (Dirk Pitt  #11),Clive Cussler
35057,Africa South of the Sahara: A Geographical Interpretation (Texts In Regional Geography),Robert Stock
35061,Ellora's Cavemen: Dreams of the Oasis Volume II,Sylvia Day/B.J. McCall/Sahara Kelly/Elisa Adams/Denise A. Agnew/Anna J. Evans
35081,Ghosts of Gettysburg III: Spirits  Apparitions  and Haunted Places of the Battlefield,Mark Nesbitt
35088,SeinLanguage,Jerry Seinfeld
35090,Der Richter und sein Henker,Friedrich Dürrenmatt/John J. Neumaier/William Gillis
35092,It Doesn't Take a Hero: The Autobiography of General H. Norman Schwarzkopf,Norman Schwarzkopf/Peter Petre
35100,Battle Cry of Freedom,James M. McPherson
35106,The Straight Dope,Cecil Adams
35108,Return of the Straight Dope,Cecil Adams/Ed Zotti/Slug Signorino
35110,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher (Helix),Richard P. Feynman/Robert B. Leighton/Matthew L. Sands/Paul Davies
35111,The Feynman Lectures on Physics Vol 2,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands
35115,Sliding Scales (Pip & Flinx #10),Alan Dean Foster
35116,Star Trek: Logs Seven and Eight (Star Trek: Log  #7-8),Alan Dean Foster
35120,Star Trek: Logs One and Two (Star Trek: Log  #1-2),Alan Dean Foster
35124,Mid-Flinx (Pip & Flinx #7),Alan Dean Foster
35125,Alien,Alan Dean Foster
35126,The Chronicles of Riddick,Alan Dean Foster
35128,With Friends Like These...,Alan Dean Foster
35134,Nor Crystal Tears (Humanx Commonwealth  #9),Alan Dean Foster
35138,The Hour of the Gate (Spellsinger  #2),Alan Dean Foster
35148,Betcha Can't Read Just One,Alan Dean Foster/George Alec Effinger/Jack McDevitt/Nina Kiriki Hoffman/Mike Resnick/R.A. Lafferty/Tobias Grace/Laura Resnick/Margaret Ball/Ron Goulart/Mel Gilden/Edward Wellen/Wolfgang Jeschke/Greg Costikyan/Esther M. Friesner/Steve Rasnic Tem
35149,Star Wars: The Approaching Storm,Alan Dean Foster
35159,Chorus Skating (Spellsinger  #8),Alan Dean Foster
35163,Star Trek: Logs Five and Six (Star Trek: Log  #5-6),Alan Dean Foster
35165,Star Trek: Logs 7-10,Alan Dean Foster
35166,The Hand of Dinotopia,Alan Dean Foster/James Gurney
35178,Interlopers,Alan Dean Foster
35180,Alien Nation,Alan Dean Foster
35183,Phylogenesis (Founding of the Commonwealth  #1),Alan Dean Foster
35206,Rashōmon and Seventeen Other Stories,Ryūnosuke Akutagawa/Jay Rubin/Haruki Murakami/Yoshihiro Tatsumi
35210,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes
35218,There Was a Cold Lady Who Swallowed Some Snow!,Lucille Colandro/Jared Lee/Skip Hinnant
35219,The Red Badge of Courage & The Veteran,Stephen Crane/Shelby Foote
35223,The Red Badge of Courage and Four Stories,Stephen Crane/James Dickey
35226,The Red Badge of Courage (Classic Starts),Oliver Ho/Jamel Akib/Arthur Pober/Stephen Crane
35228,New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time  #2-2),Robert Jordan/Charles Keegan
35231,Lord of Chaos (The Wheel of Time  #6),Robert Jordan
35234,Crossroads of Twilight (Wheel of Time  #10),Robert Jordan
35244,Frankenstein (SparkNotes Literature Guide),SparkNotes/Mary Wollstonecraft Shelley
35246,Mary Shelley‘s Frankenstein,Mary Wollstonecraft Shelley/Anca Munteanu
35248,Essential Monster of Frankenstein  Vol. 1,Gary Friedrich/Doug Moench/John Buscema/Mike Ploog/Val Mayerick
35249,Frankenstein,Mary Wollstonecraft Shelley
35252,Frankenstein,Mary Wollstonecraft Shelley
35254,The Memoirs of Elizabeth Frankenstein,Theodore Roszak
35255,The Essential Frankenstein,Mary Wollstonecraft Shelley/Leonard Wolf/Christopher H. Bing
35258,Father of Frankenstein,Christopher Bram
35261,Frankenstein,Mary Wollstonecraft Shelley
35268,The Walrus Was Paul: The Great Beatle Death Clues,R. Gary Patterson/Jay Fox
35270,Harpo Speaks!,Harpo Marx/Rowland Barber
35273,Groucho  Harpo  Chico  and Sometimes Zeppo: A History of the Marx Brothers and a Satire on the Rest of the World,Joe Adamson
35283,Topsail Island: Mayberry by the Sea,Ray McAllister/Vicki McAllister
35287,Take on Me (Secret Lives of Daytime Divas  #1),Sarah Mayberry
35288,All Over You (Secret Lives of Daytime Divas  #2),Sarah Mayberry
35289,The 33 Strategies of War,Robert Greene/Joost Elffers
35291,Jimmy Stewart: A Biography,Marc Eliot
35292,Jimmy Stewart: Bomber Pilot,Starr Smith/Walter Cronkite
35295,Jimmy Stewart: The Truth Behind the Legend,Michael Munn
35308,Dirt (Stone Barrington  #2),Stuart Woods
35313,La Ley del Exito,Paramahansa Yogananda
35324,Incident at Exeter,John G. Fuller
35329,The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment,Babette Rothschild
35332,Remember (Redemption  #2),Karen Kingsbury/Gary Smalley
35334,A Summer to Remember (Bedwyn Prequels  #2),Mary Balogh
35335,Because I Remember Terror  Father  I Remember You,Sue William Silverman
35347,The Last Story (Remember Me  #3),Christopher Pike
35348,A Place Where the Sea Remembers,Sandra Benítez
35349,She Who Remembers (Kwani  #1),Linda Lay Shuler
35350,What the Body Remembers,Shauna Singh Baldwin
35352,Long Gone Lonesome Blues (The Texas Brands  #4),Maggie Shayne
35365,Remember When (Foster Saga  #1),Judith McNaught
35368,A Kiss to Remember (Once Upon a Time  #3),Teresa Medeiros
35400,Star Wars: The Complete Visual Dictionary,James Luceno/David West Reynolds/Ryder Windham
35402,Star Wars: The Ultimate Visual Guide,Daniel  Wallace/Ryder Windham
35404,Star Wars Complete Locations,James Luceno/Kerrie Dougherty/Simon Beecroft/Kristin Lund/Hans Jenssen/Richard Chasemore
35406,Lego Star Wars: Prima Official Game Guide,Michael Littlefield
35407,Star Wars: The New Essential Guide to Alien Species,Ann Margaret Lewis/Helen Keier/Chris Trevas/William O'Connor
35409,Star Wars:  The New Essential Chronology,Daniel  Wallace/Mark Chiarello/Tommy Lee Edwards/John Van Fleet
35412,The Swarm War (Star Wars: Dark Nest  #3),Troy Denning
35413,Star Wars: Empire  Volume 7: The Wrong Side of the War,Welles Hartley/Davide Fabbri/Christian Dalla Vecchia
35414,Allegiance (Star Wars),Timothy Zahn
35415,Creating the Worlds of Star Wars: 365 Days,John Knoll/J.W. Rinzler
35417,Star Wars: Clone Wars  Volume 1: The Defense of Kamino and Other Tales,John Ostrander/W. Haden Blackman
35419,The Making of Star Wars (Star Wars:  The Making of  #1),J.W. Rinzler/Peter  Jackson
35421,Star Wars:  The New Essential Guide to Weapons & Technology,W. Haden Blackman
35422,The Star Wars Cookbook II: Darth Malt and More Galactic Recipes,Wesley Martin/Frankie Frankeny
35424,You Can Draw: Star Wars,Bonnie Burton/Matt Busch/Tom Hodges
35425,Star Wars: Empire  Volume 6: In the Shadows of Their Fathers,Thomas Andrews/Scott Allie
35426,Star Wars:  The New Essential Guide to Vehicles & Vessels,W. Haden Blackman/Ian Fullwood
35427,Star Wars: Knights of the Old Republic  Vol. 1: Commencement (Star Wars: Knights of the Old Republic  #1),John Jackson Miller/Travis Charest/Michael Atiyeh/Brian Ching/Travel Foreman
35428,The Star Wars Poster Book,Stephen J. Sansweet/Peter Vilmur
35431,Star Wars: Clone Wars  Volume 9: Endgame,John Ostrander/Welles Hartley/Jan Duursema
35432,Wookiee Cookies: A Star Wars Cookbook,Robin  Davis/Frankie Frankeny
35433,Star Wars:  The New Essential Guide to Characters,Daniel  Wallace/Michael Sutfin
35434,The Star Wars Trilogy,George Lucas/Donald F. Glut/James Kahn
35437,Star Wars Tales  Vol. 1,Dave Land/Peter David/Dave Cooper/Dan Jolley/Doug Wheatley/Tom Fowler/Kilian Plunkett/Sean Phillips/Ryder Windham/John Ostrander/Jan Duursema/Timothy Zahn/Darko Macan/Rich Handley/Igor Kordey/Ron Marz/Rich Hedden/Rick Leonardi/Claudio Castellini/Martin Egeland/Lovern Kindzierski/Chris Brunner/Peet Janes/Jim Woodring
35439,Complete Star Wars Trilogy Scrapbook Re-issue,David Levithan/Ryder Windham/Marc Cotta Vaz
35440,Star Wars: Clone Wars  Volume 6: On the Fields of Battle,John Ostrander/Jan Duursema
35441,Star Wars: Clone Wars  Volume 8: The Last Siege  the Final Truth,John Ostrander/Jan Duursema/Dan Parsons
35448,Star by Star (Star Wars: The New Jedi Order  #9),Troy Denning
35450,Star Wars: Episode III - Revenge of the Sith: The Visual Dictionary,James Luceno/John Goodson/Robert E. Barnes
35451,The Wildlife of Star Wars,Terryl Whitlatch/Bob Carrau
35454,The Dharma of Star Wars,Matthew Bortolin
35455,Star Wars: Rebellion  Vol. 1: My Brother  My Enemy,Rob Williams/Michel Lacombe
35456,Star Wars: Empire  Volume 1: Betrayal,Scott Allie/Ryan Benjamin/Curtis Arnold
35458,Revenge of the Sith (Star Wars: Novelizations  #3),Matthew Woodring Stover/George Lucas
35459,Star Wars:  Revenge of the Sith Incredible Cross-Sections,Curtis Saxton/Hans Jenssen/Richard Chasemore
35460,Star Wars: Clone Wars Adventures  Volume 6,W. Haden Blackman/Matt Fillbach/Shawn Fillbach/Ronda Pattison/Mike Kennedy/Stewart McKenney/Rick Lacy/Dan Jackson/Michael David Thomas/Joshua Elliott
35462,Star Wars: Empire  Volume 5: Allies and Adversaries,Ron Marz/Jeremy Barlow/Brandon Badeaux
35465,Yoda: Dark Rendezvous,Sean Stewart
35474,Not a Genuine Black Man: Or  How I Claimed My Piece of Ground in the Lily-White Suburbs,Brian Copeland
35475,Black Man of the Nile and His Family,Yosef A.A. Ben-Jochannan
35476,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,Black Elk/John G. Neihardt
35479,Ring of Fire (Ring of Fire Anthology  #1),Eric Flint/David Weber/Mercedes Lackey/Dave Freer/Andrew Dennis/Virginia DeMarce/Loren K. Jones/S.L. Viehl/Anette M. Pedersen/Jonathan Cresswell/Scott Washburn/Deann Allen/Mike Turner/Greg Donahue/Walt Boyes/Jody Dorsett/K.D. Wentworth
35481,1635: The Cannon Law (Assiti Shards  #8),Eric Flint/Andrew Dennis
35485,Five Rings of Fire (Able Team  #11),Tom Arnett/Dick Stivers/Don Pendleton
35488,Cash,Johnny Cash/Patrick   Carr
35489,Johnny Cash,Michael Streissguth
35491,Controversy Creates Cash,Eric Bischoff/Jeremy Roberts
35499,Side Effects,Amy Goldman Koss
35514,Myths of Light: Eastern Metaphors of the Eternal (Collected Work),Joseph Campbell/David Kudler
35515,The Inner Reaches of Outer Space: Metaphor as Myth and as Religion (Collected Worksl),Joseph Campbell
35519,The Power of Myth,Joseph Campbell/Bill Moyers
35539,The Beatles: The Biography,Bob Spitz
35543,Here  There and Everywhere: My Life Recording the Music of the Beatles,Geoff Emerick/Howard Massey/Elvis Costello
35547,The Beatles: 365 Days,Simon Wells
35552,A Hard Day's Write: The Stories Behind Every Beatles Song,Steve Turner
35553,Shout! The Beatles in Their Generation,Philip Norman
35558,The Beatles Illustrated Lyrics,Alan Aldridge/The Beatles
35561,The Beatles' Story on Capitol Records  Part Two: The Albums,Bruce Spizer
35574,The Rough Guide to The Beatles,Chris Ingham
35578,The Beatles Complete - Updated Edition,The Beatles
35581,The Love You Make: An Insider's Story of the Beatles,Peter     Brown/Steven Gaines/Anthony DeCurtis
35592,Magic Circles: The Beatles in Dream and History,Devin McKinney
35602,A Day in the Life: The Music and Artistry of the Beatles,Mark Hertsgaard
35633,Complete Beatles Chronicle  The,Mark Lewisohn/Peter  Guzzardi
35652,The Beatles Diary  Vol 1: From Liverpool to London (Falk Symposium),Keith Badman/Keith Badman
35655,Two of Us: The Story of a Father  a Son  and the Beatles,Peter J. Smith
35666,A Hard Day's Write: The Stories Behind Every Beatles Song,Steve Turner
35668,The Beatles,Hunter Davies
35669,Complete Idiot's Guide to The Beatles,Richard Buskin/Allan Kozinn
35689,Beatles: Every Little Thing,Maxwell Mackenzie
35710,Margot Fonteyn,Meredith Daneman
35711,A General Theory of Love,Thomas Lewis/Fari Amini/Richard Lannon
35722,Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat,Howard F. Lyman/Glen Merzer
35724,The Life You Were Born to Live,Dan Millman
35729,Lover Eternal (Black Dagger Brotherhood  #2),J.R. Ward
35735,The Silmarillion  Volume 3,J.R.R. Tolkien/Martin Shaw
35750,Sodom and Gomorrah (In Search of Lost Time  #4),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright
35751,Swanns Way (In Search of Lost Time #1),Marcel Proust
35757,Missing Persons and Mistaken Identities: Women and Gender in Ancient Israel,Phyllis A. Bird
35760,Mistaken Identity,Nayantara Sahgal
35781,The Skeptic's Dictionary: A Collection of Strange Beliefs  Amusing Deceptions  and Dangerous Delusions,Robert Todd Carroll
35786,The Bush Dyslexicon: Observations on a National Disorder,Mark Crispin Miller
35787,Extraordinary Popular Delusions & the Madness of Crowds (Great Minds),Charles Mackay
35790,Extraordinary Popular Delusions and the Madness of Crowds/Confusión de Confusiones (Marketplace Book),Martin S. Fridson/Charles Mackay/Joseph de La Vega
35792,The Crowd/Extraordinary Popular Delusions & the Madness of Crowds,Gustave Le Bon/Charles Mackay
35805,The Capture (Guardians of Ga'Hoole  #1),Kathryn Lasky
35806,The Journey (Guardians of Ga'Hoole  #2),Kathryn Lasky
35807,The Rescue (Guardians of Ga'Hoole  #3),Kathryn Lasky
35810,The Night Journey,Kathryn Lasky
35811,The Collected Stories of Arthur C. Clarke,Arthur C. Clarke
35815,Sunstorm (A Time Odyssey  #2),Arthur C. Clarke/Stephen Baxter
35819,Lair of the White Worm,Bram Stoker
35822,Best Ghost and Horror Stories,Bram Stoker/Richard Dalby
35825,The Blonde on the Street Corner,David Goodis
35826,Of Tender Sin,David Goodis/Adrian Wootton
35827,The Moon in the Gutter,David Goodis/Adrian Wootton
35835,Dear Peter Rabbit,Alma Flor Ada/Leslie Tryon
35846,The Chocolate-Covered Contest (Nancy Drew  #151),Carolyn Keene
35848,Ghost Stories (Nancy Drew),Carolyn Keene
35860,The Humor of the American Cowboy,Stan Hoig/Nick Eggenhofer
35870,Ghost in the Shell (Ghost in the Shell  #1),Masamune Shirow
35875,Ghost in the Shell,Masamune Shirow
35878,Ghost in the Shell 2: Innocence: After The Long Goodbye,Masaki Yamada/Yuji Oniki/Carl Gustav Horn/Daigo Shinma/Keita Saeki/Mamoru Oshii/Shinji Maki
35880,At the Edge (Psychic Triplet Trilogy  #1),Cait London
35882,Tallchief: The Hunter (The Tallchiefs #9),Cait London
35886,With Her Last Breath,Cait London
35888,Tallchief For Keeps (The Tallchiefs #3),Cait London
35895,The Sgt. Rock Archives  Vol. 3,Robert Kanigher/Joe Kubert/Russ Heath/Mark Chiarello/Jerry Grandinetti/Irv Novack
35896,The Sgt. Rock Archives  Vol. 1,Robert Kanigher/Bob Haney/Joe Kubert/Jerry Grandinetti
35903,Sgt. Rock: The Prophecy,Joe Kubert
35907,Sgt. Frog  Vol. 13 (Sgt. Frog  #13),Mine Yoshizaki
35908,The Elements of Style,William Strunk Jr./E.B. White
